file_idx,label,wave_idx,type,loop,rate,samples,warn,wav_name
157,multi_ARC,9,2,0,22050,4001,,multi_ARC_w09
157,multi_ARC,10,2,1,22228,2665,,multi_ARC_w10
157,multi_ARC,11,2,0,22050,3089,,multi_ARC_w11
157,multi_ARC,12,2,0,22050,3313,,multi_ARC_w12
157,multi_ARC,13,2,1,22073,8673,,multi_ARC_w13
157,multi_ARC,14,2,1,22121,7417,,multi_ARC_w14
157,multi_ARC,15,2,1,22109,4593,,multi_ARC_w15
157,multi_ARC,16,2,0,22050,1473,,multi_ARC_w16
157,multi_ARC,17,2,0,22050,1785,,multi_ARC_w17
157,multi_ARC,18,2,0,22050,10713,,multi_ARC_w18
157,multi_ARC,19,2,1,22119,27625,,multi_ARC_w19
157,multi_ARC,20,2,1,22092,32985,,multi_ARC_w20
157,multi_ARC,21,2,0,22050,8569,,multi_ARC_w21
157,multi_ARC,22,2,1,22079,11825,,multi_ARC_w22
157,multi_ARC,23,2,1,22147,17113,,multi_ARC_w23
157,multi_ARC,24,2,1,22122,15113,,multi_ARC_w24
157,multi_ARC,25,2,1,22050,15769,,multi_ARC_w25
157,multi_ARC,26,2,1,22159,13921,,multi_ARC_w26
157,multi_ARC,27,2,1,22185,13073,,multi_ARC_w27
157,multi_ARC,28,2,1,22064,25433,,multi_ARC_w28
157,multi_ARC,29,2,1,22058,31385,,multi_ARC_w29
157,multi_ARC,30,2,1,22060,13121,,multi_ARC_w30
157,multi_ARC,31,2,1,22050,7065,,multi_ARC_w31
157,multi_ARC,32,2,1,22126,5065,,multi_ARC_w32
157,multi_ARC,33,2,0,22050,2441,,multi_ARC_w33
157,multi_ARC,34,2,0,22050,4601,,multi_ARC_w34
157,multi_ARC,35,2,1,22122,2473,,multi_ARC_w35
157,multi_ARC,36,2,1,22058,3985,,multi_ARC_w36
157,multi_ARC,37,2,0,22050,6001,,multi_ARC_w37
157,multi_ARC,38,2,0,22050,8177,,multi_ARC_w38
157,multi_ARC,39,2,1,22070,20209,,multi_ARC_w39
157,multi_ARC,40,2,1,22050,17921,,multi_ARC_w40
157,multi_ARC,41,2,1,22063,7353,,multi_ARC_w41
157,multi_ARC,42,2,1,22086,6945,,multi_ARC_w42
157,multi_ARC,43,2,0,22050,3817,,multi_ARC_w43
157,multi_ARC,44,2,0,22050,7449,,multi_ARC_w44
157,multi_ARC,45,2,0,22050,7233,,multi_ARC_w45
158,vs_ARC,0,2,1,22079,11937,,vs_ARC_w00
158,vs_ARC,1,2,1,22091,12537,,vs_ARC_w01
158,vs_ARC,2,2,1,22063,11697,,vs_ARC_w02
158,vs_ARC,3,2,1,22059,23817,,vs_ARC_w03
158,vs_ARC,4,2,1,22061,22873,,vs_ARC_w04
158,vs_ARC,5,2,0,22050,4561,,vs_ARC_w05
158,vs_ARC,6,2,1,22110,17649,,vs_ARC_w06
158,vs_ARC,7,2,0,22050,1593,,vs_ARC_w07
158,vs_ARC,8,2,0,22050,8753,,vs_ARC_w08
158,vs_ARC,9,2,0,22050,4001,,vs_ARC_w09
158,vs_ARC,10,2,1,22126,10721,,vs_ARC_w10
158,vs_ARC,11,2,1,22060,9689,,vs_ARC_w11
158,vs_ARC,12,2,1,22228,2665,,vs_ARC_w12
158,vs_ARC,13,2,1,22093,15033,,vs_ARC_w13
158,vs_ARC,14,2,1,22082,6169,,vs_ARC_w14
158,vs_ARC,15,2,1,22050,4273,,vs_ARC_w15
158,vs_ARC,16,2,0,22050,3089,,vs_ARC_w16
158,vs_ARC,17,2,0,22050,3313,,vs_ARC_w17
158,vs_ARC,18,2,1,22073,8673,,vs_ARC_w18
158,vs_ARC,19,2,1,22121,7417,,vs_ARC_w19
158,vs_ARC,20,2,1,22109,4593,,vs_ARC_w20
158,vs_ARC,21,2,0,22050,1473,,vs_ARC_w21
158,vs_ARC,22,2,0,22050,7185,,vs_ARC_w22
158,vs_ARC,23,2,0,22050,12233,,vs_ARC_w23
158,vs_ARC,24,2,0,22050,18721,,vs_ARC_w24
158,vs_ARC,25,2,0,22050,1785,,vs_ARC_w25
158,vs_ARC,26,2,0,22050,10713,,vs_ARC_w26
158,vs_ARC,27,2,0,22050,44209,,vs_ARC_w27
158,vs_ARC,28,2,1,22109,21729,,vs_ARC_w28
158,vs_ARC,29,2,0,22050,7289,,vs_ARC_w29
158,vs_ARC,30,2,0,22050,15409,,vs_ARC_w30
158,vs_ARC,31,2,0,22050,14801,,vs_ARC_w31
158,vs_ARC,32,2,0,22050,15137,,vs_ARC_w32
158,vs_ARC,33,2,0,22050,14313,,vs_ARC_w33
158,vs_ARC,34,2,0,22050,13649,,vs_ARC_w34
158,vs_ARC,35,2,0,22050,12897,,vs_ARC_w35
158,vs_ARC,36,2,1,22056,27089,,vs_ARC_w36
158,vs_ARC,37,2,1,22052,35977,,vs_ARC_w37
158,vs_ARC,38,2,0,22050,2441,,vs_ARC_w38
158,vs_ARC,39,2,0,22050,4601,,vs_ARC_w39
158,vs_ARC,40,2,1,22050,17481,,vs_ARC_w40
158,vs_ARC,41,2,1,22050,14833,,vs_ARC_w41
158,vs_ARC,42,2,1,22066,7057,,vs_ARC_w42
158,vs_ARC,43,2,1,22062,22585,,vs_ARC_w43
158,vs_ARC,44,2,1,22065,19281,,vs_ARC_w44
158,vs_ARC,45,2,1,22063,7353,,vs_ARC_w45
158,vs_ARC,46,2,1,22086,6945,,vs_ARC_w46
158,vs_ARC,47,2,0,22050,3817,,vs_ARC_w47
158,vs_ARC,48,2,0,22050,7449,,vs_ARC_w48
158,vs_ARC,49,2,0,22050,7233,,vs_ARC_w49
159,mini_game_ARC,0,2,1,22079,11937,,mini_game_ARC_w00
159,mini_game_ARC,1,2,1,22091,12537,,mini_game_ARC_w01
159,mini_game_ARC,2,2,1,22063,11697,,mini_game_ARC_w02
159,mini_game_ARC,3,2,1,22059,23817,,mini_game_ARC_w03
159,mini_game_ARC,4,2,1,22061,22873,,mini_game_ARC_w04
159,mini_game_ARC,5,2,1,22077,11585,,mini_game_ARC_w05
159,mini_game_ARC,6,2,1,22067,9545,,mini_game_ARC_w06
159,mini_game_ARC,7,2,0,22050,4561,,mini_game_ARC_w07
159,mini_game_ARC,8,2,1,22110,17649,,mini_game_ARC_w08
159,mini_game_ARC,9,2,0,22050,1593,,mini_game_ARC_w09
159,mini_game_ARC,10,2,0,22050,8753,,mini_game_ARC_w10
159,mini_game_ARC,11,2,0,22050,4001,,mini_game_ARC_w11
159,mini_game_ARC,12,2,1,22126,10721,,mini_game_ARC_w12
159,mini_game_ARC,13,2,1,22060,9689,,mini_game_ARC_w13
159,mini_game_ARC,14,2,1,22228,2665,,mini_game_ARC_w14
159,mini_game_ARC,15,2,0,22050,3089,,mini_game_ARC_w15
159,mini_game_ARC,16,2,0,22050,3313,,mini_game_ARC_w16
159,mini_game_ARC,17,2,1,22073,8673,,mini_game_ARC_w17
159,mini_game_ARC,18,2,1,22121,7417,,mini_game_ARC_w18
159,mini_game_ARC,19,2,1,22109,4593,,mini_game_ARC_w19
159,mini_game_ARC,20,2,0,22050,1473,,mini_game_ARC_w20
159,mini_game_ARC,21,2,0,22050,1785,,mini_game_ARC_w21
159,mini_game_ARC,22,2,0,22050,10713,,mini_game_ARC_w22
159,mini_game_ARC,23,2,1,22119,27625,,mini_game_ARC_w23
159,mini_game_ARC,24,2,1,22092,32985,,mini_game_ARC_w24
159,mini_game_ARC,25,2,1,22079,11825,,mini_game_ARC_w25
159,mini_game_ARC,26,2,1,22147,17113,,mini_game_ARC_w26
159,mini_game_ARC,27,2,1,22122,15113,,mini_game_ARC_w27
159,mini_game_ARC,28,2,1,22050,15769,,mini_game_ARC_w28
159,mini_game_ARC,29,2,1,22159,13921,,mini_game_ARC_w29
159,mini_game_ARC,30,2,1,22185,13073,,mini_game_ARC_w30
159,mini_game_ARC,31,2,0,22050,2441,,mini_game_ARC_w31
159,mini_game_ARC,32,2,0,22050,4601,,mini_game_ARC_w32
159,mini_game_ARC,33,2,1,22050,8161,,mini_game_ARC_w33
159,mini_game_ARC,34,2,1,22070,5081,,mini_game_ARC_w34
159,mini_game_ARC,35,2,1,22064,2777,,mini_game_ARC_w35
159,mini_game_ARC,36,2,1,22080,8473,,mini_game_ARC_w36
159,mini_game_ARC,37,2,1,22154,8329,,mini_game_ARC_w37
159,mini_game_ARC,38,2,1,22055,18081,,mini_game_ARC_w38
159,mini_game_ARC,39,2,1,22060,16593,,mini_game_ARC_w39
159,mini_game_ARC,40,2,1,22066,20841,,mini_game_ARC_w40
159,mini_game_ARC,41,2,1,22086,24793,,mini_game_ARC_w41
159,mini_game_ARC,42,2,1,22122,2473,,mini_game_ARC_w42
159,mini_game_ARC,43,2,1,22058,3985,,mini_game_ARC_w43
159,mini_game_ARC,44,2,0,22050,6001,,mini_game_ARC_w44
159,mini_game_ARC,45,2,0,22050,8177,,mini_game_ARC_w45
159,mini_game_ARC,46,2,1,22063,7353,,mini_game_ARC_w46
159,mini_game_ARC,47,2,1,22086,6945,,mini_game_ARC_w47
159,mini_game_ARC,48,2,0,22050,7449,,mini_game_ARC_w48
159,mini_game_ARC,49,2,0,22050,7233,,mini_game_ARC_w49
159,mini_game_ARC,50,2,0,22050,10121,,mini_game_ARC_w50
159,mini_game_ARC,51,2,0,22050,3409,,mini_game_ARC_w51
160,complete_jingle_ARC,0,2,1,22228,2665,,complete_jingle_ARC_w00
160,complete_jingle_ARC,1,2,1,22073,8673,,complete_jingle_ARC_w01
160,complete_jingle_ARC,2,2,1,22121,7417,,complete_jingle_ARC_w02
160,complete_jingle_ARC,3,2,1,22109,4593,,complete_jingle_ARC_w03
